Building Address,Building Class,City,Rentable Building Area,State,Year Built,Zip,Submarket,Market
4200 Shawnee Dr,B,Kansas City,12000,MO,1983,661063658,Turner,Kansas City - MO
4200 Speaker Rd,C,Kansas City,5100,MO,1975,661061028,Turner,Kansas City - MO
4207 Gardner Ave,B,Kansas City,167980,MO,1980,641201831,Executive Park,Kansas City - MO
4209 Folsom Ave,B,Saint Louis,54500,MO,1920,631102439,St Louis City South,Saint Louis - MO
4210 Gardner Ave,C,Kansas City,16500,MO,1958,641201830,Executive Park,Kansas City - MO
4210-4216 NW Riverside Dr,B,Riverside,23678,MO,1979,641509672,Riverside/Parkville,Kansas City - MO
4216 Gardner Ave,C,Kansas City,4500,MO,1970,641201830,Executive Park,Kansas City - MO
4220 NE 34th St,B,Kansas City,9600,MO,1997,641173119,Claycomo,Kansas City - MO
4244 Folsom Ave,C,Saint Louis,9785,MO,,63110,St Louis City South,Saint Louis - MO
4254 Vista Ave,C,Saint Louis,34881,MO,1904,63110,St Louis City South,Saint Louis - MO
428-480 S 55th St,B,Kansas City,109590,MO,1951,661061018,Turner,Kansas City - MO
4282 Shoreline Dr,C,Earth City,14608,MO,1982,630451210,Earth City,Saint Louis - MO
4300 Papin St,C,Saint Louis,21578,MO,,63110,St Louis City South,Saint Louis - MO
4301 Swartz Rd,C,Kansas City,10050,MO,1940,661061857,Turner,Kansas City - MO
4303 Speaker Rd,C,Kansas City,6840,MO,1978,661061029,Turner,Kansas City - MO
4315 Green Ash Dr,B,Earth City,41130,MO,1989,630451207,Earth City,Saint Louis - MO
4320 Clary Blvd,C,Kansas City,39670,MO,1969,641302329,Sports Complex,Kansas City - MO
4325 Troost Ave,C,Kansas City,7500,MO,1950,641101705,Sports Complex,Kansas City - MO
4401 Gardner Ave,C,Kansas City,16000,MO,1965,641201827,Executive Park,Kansas City - MO
4421 Gardner Ave,C,Kansas City,48025,MO,1957,641201827,Executive Park,Kansas City - MO
445 Sunshine Rd,C,Kansas City,30000,MO,1953,661151235,Central KC KS/Fairfax,Kansas City - MO
4480 Hunt Ave,C,Saint Louis,12000,MO,1930,63110,St Louis City South,Saint Louis - MO
4487 Hunt Ave,C,Saint Louis,5000,MO,1921,631102111,St Louis City South,Saint Louis - MO
45 N James St,C,Kansas City,7676,MO,1983,661181158,Armourdale,Kansas City - MO
4500 E 75th Ter,C,Kansas City,58566,MO,1968,641322054,Midtown South,Kansas City - MO
4501 Merriam Dr,B,Overland Park,29024,MO,1974,662031341,Merriam/Mission,Kansas City - MO
4512 Speaker Rd,C,Kansas City,15773,MO,1930,661061034,Turner,Kansas City - MO
4515 E 139th St,B,Grandview,18998,MO,1945,640302809,Grandview,Kansas City - MO
4526 Towne Ct,C,Saint Charles,11000,MO,1975,633047343,St Charles County,Saint Louis - MO
4540 Swan Ave,C,Saint Louis,58671,MO,1965,631102132,St Louis City South,Saint Louis - MO
4544 Woodson Rd,C,Berkeley,11856,MO,1965,631343704,Airport,Saint Louis - MO
4545 Towne Ct,C,Saint Charles,4000,MO,1979,633047343,St Charles County,Saint Louis - MO
4545-4551 Commerce Ave,C,High Ridge,7300,MO,1999,63049,Jefferson County,Saint Louis - MO
4553 Towne Ct,C,Saint Charles,7500,MO,1983,633047343,St Charles County,Saint Louis - MO
4555 Highway 47,C,Washington,19000,MO,1982,63090,Franklin County,Saint Louis - MO
4600 Blue Pky,C,Kansas City,34780,MO,1960,641302815,Sports Complex,Kansas City - MO
4601 Speaker Rd,B,Kansas City,47800,MO,1990,661061035,Turner,Kansas City - MO
4641 Mcree Ave,C,Saint Louis,70000,MO,1946,631102239,St Louis City South,Saint Louis - MO
468 S 26th St,C,Kansas City,10920,MO,1964,661051106,Armourdale,Kansas City - MO
4700 Deramus Ave,C,Kansas City,121500,MO,1960,641201102,Executive Park,Kansas City - MO
4700 Roe Pky,C,Mission,15614,MO,1980,662051114,Merriam/Mission,Kansas City - MO
4706 Stilwell St,C,Kansas City,38640,MO,1955,641201130,Executive Park,Kansas City - MO
4719 Merriam Dr,C,Overland Park,17126,MO,1940,662031345,Merriam/Mission,Kansas City - MO
4729 Dr. Martin Luther King Dr,C,Saint Louis,25000,MO,1907,63113,St Louis City North,Saint Louis - MO
4800 Blue Pky,B,Kansas City,40000,MO,1958,641302818,Sports Complex,Kansas City - MO
4827 Chelsea Ave,B,Kansas City,20000,MO,1972,641302821,Sports Complex,Kansas City - MO
4900 Lawn Ave,B,Kansas City,35000,MO,1957,641302834,Sports Complex,Kansas City - MO
4900 Stilwell St,C,Kansas City,18000,MO,1972,641201134,Executive Park,Kansas City - MO
4915 Chelsea Ave,B,Kansas City,15000,MO,1974,641302823,Sports Complex,Kansas City - MO
4915 Stilwell St,B,Kansas City,32400,MO,1975,641201133,Executive Park,Kansas City - MO
4922 Blue Banks Ave,C,Kansas City,12000,MO,1952,641302346,Sports Complex,Kansas City - MO
4931 Daggett Ave,C,Saint Louis,22400,MO,1940,631103005,St Louis City South,Saint Louis - MO
4950 Bischoff Ave,B,Saint Louis,43786,MO,1964,63110,St Louis City South,Saint Louis - MO
5 SE 16th St,C,Lees Summit,18000,MO,1979,640813116,"Lee's Summit",Kansas City - MO
500 W 4th St,C,Kansas City,16490,MO,1910,641051103,Downtown KC,Kansas City - MO
500 Zumwalt Ave,C,Grandview,4000,MO,1945,640301780,Grandview,Kansas City - MO
5000 Speaker Rd,B,Kansas City,10536,MO,1996,661061046,Turner,Kansas City - MO
5000 Stilwell St,C,Kansas City,28884,MO,1979,641201136,Executive Park,Kansas City - MO
501 NW Lou Holland Dr,C,Kansas City,27600,MO,1925,641164268,City of North KC,Kansas City - MO
501 Pearl Dr,C,Saint Peters,592427,MO,1964,633761071,St Charles County,Saint Louis - MO
501 Scott Ave,C,Kansas City,7000,MO,1956,661051319,Armourdale,Kansas City - MO
5021 Northrup Ave,C,Saint Louis,7700,MO,1901,63110,St Louis City South,Saint Louis - MO
5035 Raytown Rd,B,Kansas City,41400,MO,1968,641332140,Raytown/Lakewood,Kansas City - MO
5036 Gardner Ave,C,Kansas City,11936,MO,1967,641201926,Executive Park,Kansas City - MO
508 Duck Rd,C,Grandview,1600,MO,1955,640301620,Grandview,Kansas City - MO
51 Kansas Ave,C,Kansas City,46236,MO,1963,661051428,Armourdale,Kansas City - MO
51 Osage Ave,C,Kansas City,20025,MO,1974,661051412,Armourdale,Kansas City - MO
510 Miami Ave,C,Kansas City,17740,MO,1965,661052110,Armourdale,Kansas City - MO
5100 Columbia Ave,C,Saint Louis,51601,MO,1961,63139,St Louis City South,Saint Louis - MO
511 Miami Ave,C,Kansas City,13500,MO,1964,661052109,Armourdale,Kansas City - MO
511 Withers Ave,C,Saint Louis,53000,MO,1901,631473129,St Louis City North,Saint Louis - MO
5112 Wise Ave,C,Saint Louis,12689,MO,1939,63110,St Louis City South,Saint Louis - MO
5117 Brighton Ave,C,Kansas City,40000,MO,1965,641303111,Midtown South,Kansas City - MO
5120 Northrup Ave,C,Saint Louis,5000,MO,1960,631102032,St Louis City South,Saint Louis - MO
5130 Wise Ave,C,Saint Louis,22528,MO,1952,63110,St Louis City South,Saint Louis - MO
514 Calvary Ave,C,Saint Louis,40000,MO,1940,631472626,St Louis City North,Saint Louis - MO
514 E 10th Ave,C,North Kansas City,10000,MO,1950,641164304,City of North KC,Kansas City - MO
515 Madison Ave,C,Kansas City,14000,MO,1935,641051109,Downtown KC,Kansas City - MO
5150 Northrup Ave,C,Saint Louis,22810,MO,1947,631102032,St Louis City South,Saint Louis - MO
5151 Northrup Ave,C,Saint Louis,75000,MO,1947,631102031,St Louis City South,Saint Louis - MO
516 Hanley Industrial Ct,B,Brentwood,33550,MO,1969,631441902,Hanley,Saint Louis - MO
517 S 11th St,C,Kansas City,7680,MO,1955,661051203,Armourdale,Kansas City - MO
519 Duck Rd,C,Grandview,18750,MO,1961,640301619,Grandview,Kansas City - MO
5200 Speaker Rd,B,Kansas City,200000,MO,1960,661061048,Turner,Kansas City - MO
5200 Stilwell St,C,Kansas City,24753,MO,1982,641201147,Executive Park,Kansas City - MO
5201 Brighton Ave,C,Kansas City,35000,MO,1966,641303113,Midtown South,Kansas City - MO
5215 Richland Ave,B,Kansas City,105815,MO,1981,661061021,Turner,Kansas City - MO
5220 Speaker Rd,C,Kansas City,25221,MO,1961,661061048,Turner,Kansas City - MO
5249 Northrup Ave,C,Saint Louis,18000,MO,,631102033,St Louis City South,Saint Louis - MO
5249 Northrup Ave,C,Saint Louis,53000,MO,,63110,St Louis City South,Saint Louis - MO
5250 Brighton Ave,C,Kansas City,13279,MO,1965,641303112,Midtown South,Kansas City - MO
5267 Northrup Ave,C,Saint Louis,13426,MO,1956,631102033,St Louis City South,Saint Louis - MO
530-540 Sunshine Rd,C,Kansas City,238779,MO,1955,661151232,Central KC KS/Fairfax,Kansas City - MO
5301 Northrup Ave,C,Saint Louis,6900,MO,1960,631102035,St Louis City South,Saint Louis - MO
531 W Tracker Rd,B,Nixa,32000,MO,,65714,West Christian County,Springfield  - MO
5320 Speaker Rd,C,Kansas City,13200,MO,1977,661061050,Turner,Kansas City - MO
5324-5332 Aero Dr,C,Saint Louis,42000,MO,1950,631102002,St Louis City South,Saint Louis - MO
5350 Speaker Rd,C,Kansas City,35000,MO,1975,661061050,Turner,Kansas City - MO
539 S 10th St,C,Kansas City,68085,MO,1956,661051201,Armourdale,Kansas City - MO
540 E 56 Hwy,B,Olathe,112475,MO,1984,66061,Olathe,Kansas City - MO
540 Marshall Rd,B,Valley Park,10600,MO,1974,630881820,West County,Saint Louis - MO
540 S 12th St,C,Kansas City,8800,MO,1959,661051224,Armourdale,Kansas City - MO
5400 Kansas Ave,B,Kansas City,155500,MO,1957,661061143,Turner,Kansas City - MO
5424 Antioch Dr,C,Merriam,9500,MO,1970,662021020,Merriam/Mission,Kansas City - MO
543 S 12th St,C,Kansas City,7150,MO,1952,661051223,Armourdale,Kansas City - MO
5432 Highland Park Dr,C,Saint Louis,30800,MO,1963,631101314,St Louis City South,Saint Louis - MO
5440 Kansas Ave,C,Kansas City,30000,MO,1984,661061143,Turner,Kansas City - MO
5444 Eagle Industrial Ct,B,Hazelwood,12000,MO,1981,63042,Airport,Saint Louis - MO
"5455 NW Lee's Summit Rd",B,Lees Summit,23500,MO,1975,640641100,Raytown/Lakewood,Kansas City - MO
5520 Inland Dr,C,Kansas City,3400,MO,1968,661061314,Turner,Kansas City - MO
5600 Stilwell St,C,Kansas City,58720,MO,1980,641201239,Executive Park,Kansas City - MO
5600 W Park Ave,C,Saint Louis,26012,MO,1963,63110,St Louis City South,Saint Louis - MO
5601 Gardner Ave,B,Kansas City,70000,MO,1985,641201917,Executive Park,Kansas City - MO
5610-5622 Natural Bridge Rd,C,Saint Louis,126000,MO,1971,63120,St Louis City North,Saint Louis - MO
5621 Kansas Ave,C,Kansas City,16000,MO,1952,661061146,Turner,Kansas City - MO
5622 Kansas Ave,C,Kansas City,20000,MO,1994,661061147,Turner,Kansas City - MO
563-565 S 4th St,C,Kansas City,7000,MO,1981,661051321,Armourdale,Kansas City - MO
5640 Kansas Ave,C,Kansas City,20000,MO,1968,661061147,Turner,Kansas City - MO
565-567 S 10th St,C,Kansas City,5800,MO,1933,661051251,Armourdale,Kansas City - MO
5660 Inland Dr,C,Kansas City,15642,MO,1979,661061316,Turner,Kansas City - MO
5700-5710 Wise Ave,C,Saint Louis,10000,MO,1984,631101843,St Louis City South,Saint Louis - MO
5701 Hall St,C,Saint Louis,16511,MO,1950,631472904,St Louis City North,Saint Louis - MO
571-577 Bell Ave,C,Chesterfield,13443,MO,1981,63005,Chesterfield/Hwy-40,Saint Louis - MO
5717 Kansas Ave,C,Kansas City,5000,MO,1963,661061117,Turner,Kansas City - MO
5718 Merriam Dr,C,Merriam,12000,MO,1982,662032524,Merriam/Mission,Kansas City - MO
5737 Parallel Pky,C,Kansas City,7628,MO,1960,661042963,Kansas City KS,Kansas City - MO
579-583 Bell Ave,C,Chesterfield,11621,MO,1981,63005,Chesterfield/Hwy-40,Saint Louis - MO
5801 Gardner Ave,C,Kansas City,47480,MO,1960,641201916,Executive Park,Kansas City - MO
5851 Elizabeth Ave,C,Saint Louis,12500,MO,1912,631102803,St Louis City South,Saint Louis - MO
5851 Raytown Rd,C,Raytown,44831,MO,1958,641333319,Raytown/Lakewood,Kansas City - MO
5887 Raytown Rd,C,Raytown,15000,MO,1930,641333319,Raytown/Lakewood,Kansas City - MO
5900 Speaker Rd,B,Kansas City,3638,MO,1993,661112232,Kansas City KS,Kansas City - MO
5921 Grandview St,C,Merriam,13599,MO,,66202,Merriam/Mission,Kansas City - MO
594 Mexico City Ave,C,Kansas City,48043,MO,1984,641531122,Airport/N Platte Co,Kansas City - MO
600 St. Cyr Rd,C,Saint Louis,120000,MO,1927,63137,North County,Saint Louis - MO
6001-6005 Arlington Ave,B,Raytown,12000,MO,1988,641333844,Raytown/Lakewood,Kansas City - MO
602 E 12th Ave,C,North Kansas City,5376,MO,1948,641164105,City of North KC,Kansas City - MO
6035 Kansas Ave,B,Kansas City,6250,MO,1981,661112121,Kansas City KS,Kansas City - MO
6037 Speaker Rd,C,Kansas City,8760,MO,1999,661112235,Kansas City KS,Kansas City - MO
607 Piasa St,C,Alton,9500,MO,1940,62002,Illinois,Saint Louis - MO
610 NE 76th St,C,Gladstone,12856,MO,1965,641181705,Liberty,Kansas City - MO
610-620 S 38th St,B,Kansas City,12000,MO,1941,661061263,Turner,Kansas City - MO
6100 E 63rd St,C,Kansas City,175000,MO,1957,641334601,Midtown South,Kansas City - MO
611 S Fir St,C,Olathe,4420,MO,1977,660614825,Olathe,Kansas City - MO
614 S Kansas Ave,C,Olathe,3680,MO,1960,660614525,Olathe,Kansas City - MO
615 Cheyenne Ave,C,Kansas City,7400,MO,1962,661052107,Armourdale,Kansas City - MO
615 Miami Ave,B,Kansas City,27564,MO,1963,661052111,Armourdale,Kansas City - MO
620 St Cyr Rd,C,Saint Louis,95000,MO,1927,63137,North County,Saint Louis - MO
621 E 14th Ave,C,North Kansas City,53735,MO,1945,641163933,City of North KC,Kansas City - MO
6212 Arlington Ave,C,Raytown,6427,MO,1950,641333817,Raytown/Lakewood,Kansas City - MO
6250 Knox Industrial Dr,C,Saint Louis,8500,MO,1968,63139,St Louis City South,Saint Louis - MO
6280 Knox Industrial Dr,C,Saint Louis,11000,MO,1967,631393024,St Louis City South,Saint Louis - MO
6310 Knox Industrial Dr,C,Saint Louis,24000,MO,1965,631393025,St Louis City South,Saint Louis - MO
632 N Park Ave,F,Kansas City,3170,MO,1963,64120,East Bottoms KC,Kansas City - MO
635-655 N Main Ctr,C,Saint Charles,42000,MO,1947,633012186,St Charles County,Saint Louis - MO
636 S 66th Ter,B,Kansas City,56580,MO,1988,661112344,Kansas City KS,Kansas City - MO
636 S Adams St,C,Kansas City,20000,MO,1977,661051403,Armourdale,Kansas City - MO
6370 Carter Ave,C,Merriam,6000,MO,1997,66203,Merriam/Mission,Kansas City - MO
6400 E 35th St,C,Kansas City,9000,MO,1977,641291754,Sports Complex,Kansas City - MO
6401 E 40th St,C,Kansas City,250000,MO,1920,641291711,Sports Complex,Kansas City - MO
6445 Carter Ave,C,Merriam,4800,MO,1962,66203,Merriam/Mission,Kansas City - MO
655 Stanley Rd,C,Kansas City,15400,MO,1957,661151222,Central KC KS/Fairfax,Kansas City - MO
6608 Kaw Dr,C,Kansas City,6080,MO,1965,661112317,Kansas City KS,Kansas City - MO
6680-6700 Wilson Rd,C,Kansas City,30000,MO,1956,641251449,East Bottoms KC,Kansas City - MO
6700 NW River Park Dr,C,Riverside,5550,MO,1984,641501700,Riverside/Parkville,Kansas City - MO
6716 Berger Ave,C,Kansas City,7500,MO,1976,661112311,Kansas City KS,Kansas City - MO
6740 Kaw Dr,B,Kansas City,2336,MO,1991,661112318,Kansas City KS,Kansas City - MO
6800 St John Ave,C,Kansas City,10000,MO,1968,641231965,East Bottoms KC,Kansas City - MO
6815 Winner Rd,C,Kansas City,6000,MO,1976,641251466,East Bottoms KC,Kansas City - MO
682-730 Mexico City Ave,C,Kansas City,59000,MO,1971,641531113,Airport/N Platte Co,Kansas City - MO
6822 Kansas Ave,C,Kansas City,16143,MO,1969,661112407,Kansas City KS,Kansas City - MO
6834-7028 Kaw Dr,B,Kansas City,18165,MO,1983,661112410,Kansas City KS,Kansas City - MO
684 S Lincoln Dr,C,Troy,12000,MO,,63379,Lincoln County,Saint Louis - MO
685 S Adams St,C,Kansas City,17815,MO,1975,661051402,Armourdale,Kansas City - MO
685 W Gravois Rd,B,Saint Clair,8100,MO,1969,63077,Franklin County,Saint Louis - MO
6920 NE Executive Dr,A,Kansas City,396000,MO,1993,641202111,Executive Park,Kansas City - MO
695 Rudder Rd,C,Fenton,10946,MO,1971,630262012,Fenton,Saint Louis - MO
700 Kindelberger Rd,C,Kansas City,22526,MO,1974,66115,Central KC KS/Fairfax,Kansas City - MO
700 NE 76th St,C,Gladstone,17000,MO,1955,641181707,Liberty,Kansas City - MO
700 St. Bernard Ln,C,Saint Louis,14250,MO,1950,63110,St Louis City South,Saint Louis - MO
701 E 12th Ave,B,North Kansas City,15000,MO,1967,641164106,City of North KC,Kansas City - MO
701-705 Southwest Blvd,C,Kansas City,21800,MO,1968,661031922,Armourdale,Kansas City - MO
7036 Kaw Dr,C,Kansas City,4000,MO,1965,661112401,Kansas City KS,Kansas City - MO
708 E 31st St,C,Kansas City,18000,MO,1932,641091438,Midtown,Kansas City - MO
710 NE 76th St,C,Gladstone,34748,MO,1955,641181707,Liberty,Kansas City - MO
7101 E 12th St,C,Kansas City,8000,MO,1973,641262308,East Bottoms KC,Kansas City - MO
7106 E Truman Rd,C,Kansas City,45600,MO,1955,641262740,East Bottoms KC,Kansas City - MO
711 Belle St,C,Alton,13000,MO,,62002,Illinois,Saint Louis - MO
7126 Kaw Dr,C,Kansas City,5000,MO,1950,661112428,Kansas City KS,Kansas City - MO
720 S Theresa Ave,C,Saint Louis,4282,MO,1949,63103,St Louis City South,Saint Louis - MO
7200 E Truman Rd,C,Kansas City,48500,MO,1982,641262835,East Bottoms KC,Kansas City - MO
7200 NE 45th St,B,Kansas City,33405,MO,2002,641171754,Claycomo,Kansas City - MO
7201 E 16th St,C,Kansas City,12000,MO,1947,641262805,East Bottoms KC,Kansas City - MO
7228 Herter Industrial Dr,C,Godfrey,13839,MO,1990,620352724,Illinois,Saint Louis - MO
723-725 Tracy Ave,B,Kansas City,9500,MO,1958,641061724,Downtown KC,Kansas City - MO
7259 Kaw Dr,C,Kansas City,13400,MO,1978,661113226,Kansas City KS,Kansas City - MO
7301-7305 Troost Ave,C,Kansas City,8770,MO,1960,641311747,Midtown South,Kansas City - MO
7320 Arlington Ave,C,Raytown,29000,MO,1970,641336567,Raytown/Lakewood,Kansas City - MO
734 Southwest Blvd,C,Kansas City,8980,MO,1987,661031924,Armourdale,Kansas City - MO
7400 E 13th St,C,Kansas City,755000,MO,1901,641262339,East Bottoms KC,Kansas City - MO
750 Merus Ct,C,Fenton,7500,MO,1980,630262028,Fenton,Saint Louis - MO
750 N Rogers Rd,C,Olathe,9600,MO,1984,660621209,Olathe,Kansas City - MO
750 S 65th St,B,Kansas City,20000,MO,1978,661112301,Kansas City KS,Kansas City - MO
7510 E 17th St,C,Kansas City,10000,MO,1948,641262815,East Bottoms KC,Kansas City - MO
76 Hubble Dr,B,"O'Fallon",52262,MO,1997,633688694,St Charles County,Saint Louis - MO
7605 E 12th St,C,Kansas City,80000,MO,1955,641262382,East Bottoms KC,Kansas City - MO
769-777 Merus Ct,B,Fenton,15000,MO,1977,630262028,Fenton,Saint Louis - MO
7700 E 12th St,B,Kansas City,23080,MO,1940,641262321,East Bottoms KC,Kansas City - MO
7736-7744 Troost Ave,C,Kansas City,10200,MO,1965,641312074,Midtown South,Kansas City - MO
7920 Jaguar Trl,B,Maplewood,18363,MO,1999,631433618,Hanley,Saint Louis - MO
795 W Ironwood Dr,C,Olathe,12000,MO,2001,660617220,Olathe,Kansas City - MO
7978 Veterans Memorial Pky,B,Saint Peters,12960,MO,1997,633761175,St Charles County,Saint Louis - MO
80 Hubble Dr,B,"O'Fallon",4000,MO,2005,633688694,St Charles County,Saint Louis - MO
800 N Washington Ave,C,Union,19500,MO,1950,63084,Franklin County,Saint Louis - MO
800 S Fillmore Ave,C,Kirkwood,22244,MO,1964,631226206,Hanley,Saint Louis - MO
800 W Front St,B,Bonner Springs,46833,MO,1945,660121383,Bonner Springs,Kansas City - MO
801 E 56 Hwy,B,Olathe,33104,MO,1971,66061,Olathe,Kansas City - MO
801 Sunshine Rd,B,Kansas City,1000000,MO,1953,661151121,Central KC KS/Fairfax,Kansas City - MO
804 Hanley Industrial Ct,C,Brentwood,7000,MO,1976,631441403,Hanley,Saint Louis - MO
8050 Veterans Memorial Pky,B,Saint Peters,11700,MO,1996,63376,St Charles County,Saint Louis - MO
811 Atlantic Ave,C,North Kansas City,58490,MO,1947,641164210,City of North KC,Kansas City - MO
8121 E US Highway 69,B,Liberty,4717565,MO,1951,64068,Claycomo,Kansas City - MO
814 E 19th St,C,Kansas City,14000,MO,1913,641081704,Downtown KC,Kansas City - MO
8185 Cole Pky,B,Shawnee,6300,MO,1995,662272714,Lenexa,Kansas City - MO
820 Cheyenne Ave,C,Kansas City,7025,MO,1980,661051914,Armourdale,Kansas City - MO
8200 Monticello Rd,B,Lenexa,200000,MO,1999,662272617,Lenexa,Kansas City - MO
8205 Hickman Mills Dr,C,Kansas City,20696,MO,1971,641322517,South KC,Kansas City - MO
822 N Bellefontaine Ave,C,Kansas City,9000,MO,1960,641201708,East Bottoms KC,Kansas City - MO
8225 Monticello Ter,B,Lenexa,8390,MO,2001,662272625,Lenexa,Kansas City - MO
824 Woodswether Rd,C,Kansas City,17000,MO,1920,641051120,Downtown KC,Kansas City - MO
8245 Cole Pky,C,Shawnee,4300,MO,1993,66227,Lenexa,Kansas City - MO
8417 Chapin Industrial Dr,C,Vinita Park,40000,MO,1972,631146003,Innerbelt E of 170,Saint Louis - MO
845 S 9th St,B,Edwardsville,363500,MO,1978,661111354,Bonner Springs,Kansas City - MO
8461 Delport Dr,C,Vinita Park,4600,MO,1987,631145903,Innerbelt E of 170,Saint Louis - MO
